PIDM,Cohort,SEX,Degree,Major 1,1st Year GPA,Dorm,1st Year Retention,College,Total Earned Hours,SAT,Major 2,Advisor
2187,202209F,M,BS,Finance,3.25,Campion Hall,1,DSB,46,,,102.0
2188,202209F,F,BA,Undeclared,3.18,Jogues Hall,1,CAS,45,,,4.0
2189,202209F,M,BS,DSB Undeclared,3.53,Jogues Hall,1,DSB,48,,,73.0
2190,202209F,M,BA,Undeclared,3.93,Jogues Hall,1,CAS,57,1340.0,,39.0
2191,202209F,M,BS,Mechanical Engineering,2.21,Campion Hall,1,SEC,52,,,120.0
2192,202209F,M,BA,History,3.48,Loyola Hall,1,CAS,48,1340.0,,146.0
2193,202209F,F,BS,Biology,3.97,Campion Hall,1,CAS,64,1400.0,,31.0
2194,202209F,F,BA,Undeclared,4.0,Jogues Hall,0,CAS,38,1380.0,,81.0
2195,202209F,F,BS,Biology,3.8,Jogues Hall,1,CAS,55,,,81.0
2196,202209F,F,BS,Nursing,3.98,Gonzaga Hall,1,EGAN,65,,,84.0
2197,202209F,F,BS,DSB Undeclared,3.38,Loyola Hall,1,DSB,48,,,0.0
2198,202209F,F,BS,Biology,3.91,Regis Hall,1,CAS,52,,,0.0
2199,202209F,M,BS,DSB Undeclared,2.71,Jogues Hall,1,DSB,45,,,73.0
2200,202209F,F,BS,Nursing,4.0,Jogues Hall,1,EGAN,60,1320.0,,0.0
2201,202209F,M,BS,Management,3.87,Loyola Hall,1,DSB,48,,,66.0
2202,202209F,F,BS,Nursing,3.98,Jogues Hall,1,EGAN,65,1420.0,,0.0
2203,202209F,F,BS,Psychology,4.0,Jogues Hall,1,CAS,62,1450.0,,87.0
2204,202209F,F,BS,Nursing,2.96,Campion Hall,1,EGAN,49,,,0.0
2205,202209F,F,BS,Nursing,2.38,Campion Hall,1,EGAN,41,,,0.0
2206,202209F,F,BS,Psychology,3.69,Regis Hall,1,CAS,48,1340.0,,12.0
2207,202209F,F,BS,Biology,3.9,Jogues Hall,1,CAS,55,,,31.0
2208,202209F,F,BS,Undeclared,2.27,Campion Hall,0,CAS,15,,,18.0
2209,202209F,F,BS,Biology,3.34,Campion Hall,1,CAS,47,,,12.0
2210,202209F,M,BS,DSB Undeclared,3.02,Regis Hall,1,DSB,42,,,166.0
2211,202209F,M,BS,Finance,3.77,Loyola Hall,0,DSB,39,,,66.0
2212,202209F,M,BS,Accounting,3.98,Jogues Hall,1,DSB,56,1490.0,,16.0
2213,202209F,F,BS,Marketing,4.0,Loyola Hall,0,DSB,21,1380.0,,36.0
2214,202209F,M,BS,Finance,3.14,Gonzaga Hall,1,DSB,42,,,66.0
2215,202209F,M,BA,Communication,3.76,Jogues Hall,1,CAS,45,,,138.0
2216,202209F,M,BS,DSB Undeclared,3.11,Jogues Hall,1,DSB,39,,,156.0
2217,202209F,F,BS,Biology,3.8,Campion Hall,1,CAS,63,,,0.0
2218,202209F,M,BS,Nursing,3.74,Regis Hall,1,EGAN,49,,,0.0
2219,202209F,F,BA,Communication,2.76,Gonzaga Hall,1,CAS,45,,,15.0
2220,202209F,F,BS,Nursing,3.46,Loyola Hall,1,EGAN,49,,,0.0
2221,202209F,F,BS,Psychology,3.96,Campion Hall,1,CAS,60,1270.0,,87.0
2222,202209F,F,BA,Visual & Performing Arts,3.04,Gonzaga Hall,1,CAS,42,,,34.0
2223,202209F,M,BA,Undeclared,3.92,Jogues Hall,1,CAS,55,,,19.0
2224,202209F,F,BS,Marketing,3.04,Loyola Hall,1,DSB,48,,,98.0
2225,202209F,F,BA,Undeclared,3.62,Regis Hall,1,CAS,51,,,152.0
2226,202209F,F,BS,Finance,3.79,Regis Hall,1,DSB,48,1300.0,,53.0
2227,202209F,M,BS,DSB Undeclared,2.93,Jogues Hall,1,DSB,45,1280.0,,5.0
2228,202209F,F,BS,Marketing,3.0,Campion Hall,1,DSB,42,,,98.0
2229,202209F,M,BS,Accounting,3.44,Gonzaga Hall,1,DSB,43,,,122.0
2230,202209F,F,BS,Nursing,3.6,Campion Hall,1,EGAN,54,1310.0,,0.0
2231,202209F,F,BS,Business Analytics,4.0,Campion Hall,1,DSB,51,1330.0,,80.0
2232,202209F,F,BS,Nursing,3.36,Jogues Hall,1,EGAN,58,,,124.0
2233,202209F,F,BA,Psychology,3.75,Jogues Hall,1,CAS,48,,,152.0
2234,202209F,M,BA,Politics,3.52,Jogues Hall,0,CAS,31,,,0.0
2235,202209F,M,BS,Finance,3.22,Gonzaga Hall,1,DSB,49,,,66.0
2236,202209F,M,BA,Undeclared,3.25,Regis Hall,1,CAS,46,,,73.0
2237,202209F,F,BS,Psychology,3.8,Jogues Hall,0,CAS,33,,,87.0
2238,202209F,F,BS,DSB Undeclared,3.58,Campion Hall,1,DSB,45,,,148.0
2239,202209F,M,BS,Physics,2.53,Regis Hall,1,CAS,46,1240.0,,0.0
2240,202209F,F,BS,Marketing,3.93,Loyola Hall,0,DSB,39,,,0.0
2241,202209F,F,BS,DSB Undeclared,3.73,Regis Hall,1,DSB,48,,,104.0
2242,202209F,F,BS,Psychology,3.19,Campion Hall,1,CAS,45,,,0.0
2243,202209F,M,BS,DSB Undeclared,3.45,Commuter,1,DSB,51,,,72.0
2244,202209F,M,BS,Finance,3.98,Commuter,1,DSB,46,1340.0,,53.0
2245,202209F,M,BS,DSB Undeclared,3.64,Regis Hall,1,DSB,46,1210.0,,13.0
2246,202209F,F,BS,Nursing,3.98,Jogues Hall,1,EGAN,62,1380.0,,0.0
2247,202209F,F,BS,Marketing,3.91,Gonzaga Hall,1,DSB,45,,,0.0
2248,202209F,F,BS,Business Analytics,3.96,Gonzaga Hall,1,DSB,45,,,44.0
2249,202209F,F,BS,DSB Undeclared,3.11,Claver Hall,1,DSB,45,,,4.0
2250,202209F,M,BS,DSB Undeclared,3.91,Loyola Hall,1,DSB,45,,,68.0
2251,202209F,F,BS,Nursing,3.63,Jogues Hall,1,EGAN,49,1330.0,,124.0
2252,202209F,F,BS,Marketing,2.42,Campion Hall,1,DSB,42,,,0.0
2253,202209F,M,BS,Nursing,3.64,Campion Hall,1,EGAN,48,,,0.0
2254,202209F,F,BS,Marketing,3.69,Loyola Hall,1,DSB,48,1200.0,,36.0
2255,202209F,M,BS,Psychology,3.83,Jogues Hall,1,CAS,51,1440.0,,0.0
2256,202209F,F,BS,Nursing,4.0,Campion Hall,1,EGAN,55,,,0.0
2257,202209F,F,BS,Biology,3.89,Jogues Hall,1,CAS,61,1410.0,,0.0
2258,202209F,F,BS,Business Analytics,3.58,Jogues Hall,1,DSB,52,,,44.0
2259,202209F,F,BS,Nursing,3.23,Campion Hall,1,EGAN,58,1230.0,,0.0
2260,202209F,M,BS,Accounting,3.18,Regis Hall,1,DSB,45,1360.0,,101.0
2261,202209F,F,BS,DSB Undeclared,2.22,Jogues Hall,1,DSB,33,,,155.0
2262,202209F,M,BS,Marketing,3.47,Jogues Hall,1,DSB,45,1260.0,,98.0
2263,202209F,M,BS,Undeclared,3.17,Loyola Hall,0,CAS,16,,,0.0
2264,202209F,F,BS,Nursing,3.77,Jogues Hall,1,EGAN,46,,,97.0
2265,202209F,M,BS,Biology,3.29,Jogues Hall,1,CAS,54,1330.0,,0.0
2266,202209F,M,BS,Finance,3.62,Regis Hall,1,DSB,48,1290.0,,63.0
2267,202209F,M,BS,DSB Undeclared,3.91,Regis Hall,1,DSB,45,1370.0,,27.0
2268,202209F,F,BS,Nursing,3.8,Loyola Hall,1,EGAN,48,,,0.0
2269,202209F,F,BS,Biology,3.59,Jogues Hall,1,CAS,54,,,57.0
2270,202209F,M,BS,DSB Undeclared,3.94,Jogues Hall,1,DSB,48,,,0.0
2271,202209F,F,BS,DSB Undeclared,3.78,Regis Hall,1,DSB,51,,,166.0
2272,202209F,F,BA,Undeclared,3.56,Regis Hall,1,CAS,45,,,87.0
2273,202209F,M,BS,DSB Undeclared,2.86,Jogues Hall,1,DSB,42,,,21.0
2274,202209F,F,BS,Psychology,3.65,Jogues Hall,1,CAS,46,,,87.0
2275,202209F,F,BS,Nursing,3.78,Regis Hall,1,EGAN,49,,,67.0
2276,202209F,F,BS,Psychology,3.87,Loyola Hall,1,CAS,50,,,87.0
2277,202209F,F,BS,DSB Undeclared,3.22,Regis Hall,1,DSB,45,,,27.0
2278,202209F,F,BS,Nursing,3.25,Loyola Hall,1,EGAN,49,,,0.0
2279,202209F,F,BS,Nursing,3.66,Jogues Hall,1,EGAN,58,,,51.0
2280,202209F,F,BS,Accounting,3.87,Gonzaga Hall,1,DSB,45,1200.0,,101.0
2281,202209F,M,BA,Undeclared,3.73,Regis Hall,1,CAS,50,,,56.0
2282,202209F,F,BS,Business Analytics,3.51,Regis Hall,1,DSB,51,1190.0,,44.0
2283,202209F,M,BS,DSB Undeclared,3.67,Gonzaga Hall,1,DSB,45,,,70.0
2284,202209F,F,BA,Undeclared,3.53,Loyola Hall,1,CAS,48,,,0.0
2285,202209F,M,BS,DSB Undeclared,3.6,Jogues Hall,0,DSB,15,1240.0,,113.0
2286,202209F,F,BS,Psychology,2.34,Campion Hall,0,CAS,12,,,152.0
2287,202209F,F,BS,Management,3.98,Regis Hall,1,DSB,51,1260.0,,0.0
2288,202209F,M,BS,Biomedical Engineering,3.99,Campion Hall,1,SEC,54,1340.0,,135.0
2289,202209F,F,BS,Nursing,3.86,Gonzaga Hall,1,EGAN,52,,,97.0
2290,202209F,F,BS,Biology,3.58,Loyola Hall,1,CAS,54,1300.0,,0.0
2291,202209F,F,BA,Undeclared,3.14,Regis Hall,1,CAS,42,,,98.0
2292,202209F,M,BS,DSB Undeclared,3.2,Jogues Hall,1,DSB,45,,,5.0
2293,202209F,M,BS,Computer Science,2.98,Campion Hall,1,SEC,47,,,0.0
2294,202209F,M,BS,DSB Undeclared,3.0,Loyola Hall,1,DSB,45,,,89.0
2295,202209F,F,BS,Nursing,3.47,Regis Hall,1,EGAN,48,,,0.0
2296,202209F,F,BS,Nursing,3.91,Jogues Hall,1,EGAN,54,,,0.0
2297,202209F,F,BA,Program on the Environment,3.31,Jogues Hall,1,CAS,45,,,165.0
2298,202209F,F,BS,Marketing,3.11,Loyola Hall,1,DSB,45,,,0.0
2299,202209F,M,BA,Undeclared,3.29,Regis Hall,1,CAS,45,,,0.0
2300,202209F,M,BS,Management,3.27,Loyola Hall,1,DSB,45,,,8.0
2301,202209F,M,BS,Accounting,1.0,Loyola Hall,0,DSB,6,,,38.0
2302,202209F,F,BS,Psychology,3.4,Campion Hall,1,CAS,45,,,4.0
2303,202209F,F,BA,Undeclared,2.78,Jogues Hall,1,CAS,43,,,99.0
2304,202209F,M,BS,Finance,4.0,Campion Hall,0,DSB,41,1300.0,,102.0
2305,202209F,M,BS,Finance,2.71,Jogues Hall,1,DSB,48,,,102.0
2306,202209F,F,BA,Undeclared,3.04,Regis Hall,1,CAS,45,,,85.0
2307,202209F,F,BS,DSB Undeclared,3.36,Regis Hall,1,DSB,42,1210.0,,138.0
2308,202209F,F,BS,Nursing,3.46,Campion Hall,1,EGAN,49,,,0.0
2309,202209F,F,BS,Psychology,3.72,Campion Hall,1,CAS,51,,,86.0
2310,202209F,F,BA,Undeclared,3.69,Loyola Hall,1,CAS,45,,,0.0
2311,202209F,M,BS,DSB Undeclared,3.42,Gonzaga Hall,1,DSB,45,1250.0,,125.0
2312,202209F,M,BA,Undeclared,2.62,Regis Hall,1,CAS,46,,,34.0
2313,202209F,F,BA,English,3.71,Campion Hall,1,CAS,54,,,145.0
2314,202209F,M,BS,Finance,3.54,Jogues Hall,1,DSB,46,,,89.0
2315,202209F,M,BS,Finance,3.38,Gonzaga Hall,1,DSB,45,,,66.0
2316,202209F,F,BS,Nursing,3.56,Gonzaga Hall,1,EGAN,51,,,0.0
2317,202209F,F,BA,Communication,3.33,Jogues Hall,1,CAS,39,,,22.0
2318,202209F,M,BA,Economics,2.56,Regis Hall,1,CAS,45,,,156.0
2319,202209F,F,BS,Marketing,3.56,Regis Hall,1,DSB,48,,,138.0
2320,202209F,F,BS,Nursing,3.9,Loyola Hall,1,EGAN,64,1460.0,,67.0
2321,202209F,M,BS,Biology,3.25,Campion Hall,1,CAS,53,1280.0,,96.0
2322,202209F,F,BS,Marketing,3.6,Regis Hall,0,DSB,30,,,41.0
2323,202209F,M,BA,Undeclared,3.18,Loyola Hall,1,CAS,49,,,25.0
2324,202209F,M,BS,SOE Undeclared,3.37,Regis Hall,1,SEC,48,,,0.0
2325,202209F,M,BS,International Business,3.64,Loyola Hall,1,DSB,51,1400.0,,109.0
2326,202209F,M,BS,Mathematics,3.85,Jogues Hall,1,CAS,59,1440.0,,0.0
2327,202209F,M,BS,DSB Undeclared,3.56,Regis Hall,1,DSB,46,1320.0,,122.0
2328,202209F,F,BS,SOE Undeclared,3.81,Campion Hall,1,SEC,52,,,60.0
2329,202209F,F,BS,DSB Undeclared,3.67,Regis Hall,1,DSB,48,,,38.0
2330,202209F,M,BA,Politics,3.64,Gonzaga Hall,1,CAS,45,,,110.0
2331,202209F,F,BS,DSB Undeclared,3.96,Jogues Hall,1,DSB,45,,,0.0
2332,202209F,M,BS,Finance,3.65,Jogues Hall,1,DSB,46,,,102.0
2333,202209F,M,BS,DSB Undeclared,3.46,Loyola Hall,1,DSB,43,,,0.0
2334,202209F,M,BS,Management,3.91,Regis Hall,1,DSB,48,1220.0,,69.0
2335,202209F,F,BA,Undeclared,3.5,Campion Hall,1,CAS,46,,,131.0
2336,202209F,F,BS,Mechanical Engineering,3.96,Jogues Hall,1,SEC,65,1370.0,,90.0
2337,202209F,M,BS,DSB Undeclared,3.33,Loyola Hall,1,DSB,45,1240.0,,68.0
2338,202209F,F,BS,Business Analytics,3.78,Gonzaga Hall,1,DSB,48,,,61.0
2339,202209F,F,BS,DSB Undeclared,3.07,Regis Hall,1,DSB,39,,,80.0
2340,202209F,F,BS,Nursing,2.17,Jogues Hall,0,EGAN,30,,,20.0
2341,202209F,F,BS,Nursing,3.96,Jogues Hall,1,EGAN,54,,,0.0
2342,202209F,M,BS,Finance,2.96,Regis Hall,1,DSB,46,,,63.0
2343,202209F,M,BS,Finance,3.22,Regis Hall,1,DSB,49,,,69.0
2344,202209F,F,BA,Undeclared,3.29,Loyola Hall,1,CAS,45,,,15.0
2345,202209F,F,BS,Management,3.27,Jogues Hall,0,DSB,30,,,129.0
2346,202209F,F,BA,Undeclared,3.22,Campion Hall,1,CAS,45,,,0.0
2347,202209F,M,BS,DSB Undeclared,3.92,Regis Hall,1,DSB,61,1320.0,,91.0
2348,202209F,M,BA,International Studies,2.79,Gonzaga Hall,1,CAS,36,,,52.0
2349,202209F,M,BS,Biology,2.58,Campion Hall,1,CAS,58,,,96.0
2350,202209F,F,BS,Social Work,3.47,Regis Hall,1,EGAN,47,,,0.0
2351,202209F,F,BS,DSB Undeclared,3.65,Jogues Hall,1,DSB,55,,,13.0
2352,202209F,F,BS,Biology,3.63,Campion Hall,1,CAS,51,,,81.0
2353,202209F,F,BS,Management,3.78,Campion Hall,1,DSB,46,,,104.0
2354,202209F,F,BA,Undeclared,3.0,Gonzaga Hall,1,CAS,45,,,0.0
2355,202209F,M,BS,Computer Science,3.45,Commuter,1,SEC,49,,,4.0
2356,202209F,F,BS,Psychology,3.24,Regis Hall,1,CAS,46,,,87.0
2357,202209F,M,BS,Accounting,3.93,Regis Hall,0,DSB,30,1330.0,,16.0
2358,202209F,M,BS,Finance,3.31,Loyola Hall,1,DSB,45,,,13.0
2359,202209F,F,BA,Communication,3.73,Regis Hall,1,CAS,48,,,34.0
2360,202209F,F,BS,Nursing,3.46,Loyola Hall,1,EGAN,49,,,124.0
2361,202209F,F,BS,Nursing,3.73,Regis Hall,1,EGAN,54,,,0.0
2362,202209F,F,BA,Politics,3.91,Loyola Hall,0,CAS,21,,,83.0
2363,202209F,M,BA,Undeclared,3.67,Regis Hall,1,CAS,45,,,148.0
2364,202209F,F,BS,DSB Undeclared,3.25,Gonzaga Hall,1,DSB,51,,,0.0
2365,202209F,M,BS,Management,3.05,Gonzaga Hall,1,DSB,45,,,0.0
2366,202209F,F,BS,Nursing,3.37,Loyola Hall,1,EGAN,48,,,0.0
2367,202209F,F,BS,Biology,3.82,Campion Hall,1,CAS,66,1330.0,,152.0
2368,202209F,M,BS,DSB Undeclared,3.91,Commuter,1,DSB,69,1420.0,,98.0
2369,202209F,F,BS,Marketing,3.44,Gonzaga Hall,1,DSB,46,,,0.0
2370,202209F,M,BS,DSB Undeclared,2.85,Gonzaga Hall,1,DSB,39,,,4.0
2371,202209F,M,BS,Finance,2.98,Jogues Hall,1,DSB,45,,,63.0
2372,202209F,M,BA,History,2.31,Regis Hall,1,CAS,42,,,146.0
2373,202209F,F,BS,Accounting,3.31,Jogues Hall,1,DSB,48,,,114.0
2374,202209F,M,BS,DSB Undeclared,3.56,Jogues Hall,1,DSB,45,,,66.0
2375,202209F,M,BS,DSB Undeclared,3.09,Jogues Hall,1,DSB,54,,,146.0
2376,202209F,F,BS,Marketing,3.64,Campion Hall,1,DSB,60,,,0.0
2377,202209F,M,BS,DSB Undeclared,3.78,Jogues Hall,1,DSB,46,1150.0,,63.0
2378,202209F,M,BS,Finance,3.7,Regis Hall,1,DSB,46,,,69.0
2379,202209F,F,BA,Politics,2.82,Jogues Hall,1,CAS,57,,,110.0
2380,202209F,M,BS,DSB Undeclared,2.36,Jogues Hall,1,DSB,42,,,44.0
2381,202209F,F,BA,Politics,3.34,Loyola Hall,0,CAS,15,,,83.0
2382,202209F,M,BS,DSB Undeclared,3.0,Jogues Hall,1,DSB,45,,,66.0
2383,202209F,M,BS,Finance,2.93,Jogues Hall,0,DSB,15,1350.0,,73.0
2384,202209F,F,BS,DSB Undeclared,3.6,Campion Hall,1,DSB,45,,,41.0
2385,202209F,F,BS,Accounting,3.33,Regis Hall,1,DSB,49,,,0.0
2386,202209F,M,BA,Sports Media,3.2,Jogues Hall,1,CAS,45,,,18.0
2387,202209F,M,BS,Finance,2.88,Gonzaga Hall,1,DSB,46,,,54.0
2388,202209F,M,BS,DSB Undeclared,3.42,Loyola Hall,1,DSB,45,,,0.0
2389,202209F,M,BS,DSB Undeclared,2.16,Regis Hall,1,DSB,42,,,76.0
2390,202209F,M,BS,DSB Undeclared,3.44,Loyola Hall,1,DSB,45,,,27.0
2391,202209F,F,BS,Psychology,2.79,Regis Hall,0,CAS,33,,,152.0
2392,202209F,M,BS,Computer Science,2.35,Commuter,1,SEC,46,,,1.0
2393,202209F,F,BS,Chemistry,3.12,Campion Hall,1,CAS,53,,,0.0
2394,202209F,F,BS,Psychology,2.85,Regis Hall,1,CAS,42,,,12.0
2395,202209F,M,BS,Management,2.59,Jogues Hall,1,DSB,39,,,0.0
2396,202209F,M,BS,Finance,2.52,Gonzaga Hall,1,DSB,43,,,53.0
2397,202209F,F,BS,Marketing,1.71,Gonzaga Hall,1,DSB,39,,,138.0
2398,202209F,M,BS,Undeclared,3.19,Jogues Hall,1,CAS,42,,,80.0
2399,202209F,F,BA,Undeclared,3.87,Gonzaga Hall,1,CAS,51,,,131.0
2400,202209F,M,BS,Biology,3.77,Campion Hall,1,CAS,50,1420.0,,0.0
2401,202209F,M,BSW,Social Work,1.59,Jogues Hall,1,EGAN,34,,,137.0
2402,202209F,F,BA,Program on the Environment,3.43,Regis Hall,1,CAS,42,,,0.0
2403,202209F,F,BS,Computer Science,3.45,Regis Hall,1,SEC,54,1240.0,,0.0
2404,202209F,M,BS,Finance,3.59,Jogues Hall,1,DSB,52,1280.0,Management,58.0
2405,202209F,F,BA,Undeclared,2.2,Gonzaga Hall,1,CAS,39,,,77.0
2406,202209F,F,BS,Chemistry,3.04,Campion Hall,1,CAS,43,,,57.0
2407,202209F,M,BS,Management,2.56,Gonzaga Hall,1,DSB,27,,,0.0
2408,202209F,F,BA,Visual & Performing Arts,3.74,Loyola Hall,1,CAS,46,,,128.0
2409,202209F,F,BA,Undeclared,3.2,Gonzaga Hall,1,CAS,30,,,133.0
2410,202209F,F,BS,Public Health,3.91,Campion Hall,1,EGAN,60,,,131.0
2411,202209F,M,BS,Electrical and Computer Engineering,3.17,Commuter,1,SEC,48,,,139.0
2412,202209F,F,BS,Chemistry,2.65,Campion Hall,1,CAS,54,,,0.0
2413,202209F,F,BS,Chemistry,3.86,Campion Hall,1,CAS,57,1360.0,,57.0
2414,202209F,F,BS,DSB Undeclared,3.5,Loyola Hall,1,DSB,48,,,114.0
2415,202209F,M,BS,DSB Undeclared,2.48,Campion Hall,0,DSB,27,,,76.0
2416,202209F,F,BS,Finance,3.67,Loyola Hall,1,DSB,51,,,53.0
2417,202209F,M,BS,Finance,3.89,Regis Hall,1,DSB,45,,,89.0
2418,202209F,M,BS,Finance,3.38,Gonzaga Hall,1,DSB,45,1290.0,,69.0
2419,202209F,M,BS,SOE Undeclared,3.23,Jogues Hall,1,SEC,49,1340.0,,125.0
2420,202209F,F,BS,Psychology,3.38,Jogues Hall,1,CAS,45,,,86.0
2421,202209F,M,BA,Undeclared,3.58,Jogues Hall,1,CAS,51,1330.0,,147.0
2422,202209F,F,BA,Digital Journalism,3.43,Jogues Hall,1,CAS,42,,,0.0
2423,202209F,M,BA,Sports Media,3.14,Campion Hall,1,CAS,42,,,5.0
2424,202209F,F,BA,Undeclared,3.63,Campion Hall,1,CAS,57,,,0.0
2425,202209F,F,BA,English,3.63,Jogues Hall,1,CAS,52,,,42.0
2426,202209F,M,BS,DSB Undeclared,2.69,Regis Hall,1,DSB,42,,,40.0
2427,202209F,F,BS,Biology,2.85,Campion Hall,1,CAS,45,,,131.0
2428,202209F,M,BS,Psychology,3.9,Campion Hall,1,CAS,58,1270.0,,133.0
2429,202209F,F,BS,Biology,2.29,Campion Hall,1,CAS,42,,,0.0
2430,202209F,M,BS,Finance,2.8,Commuter,0,DSB,15,,,62.0
2431,202209F,F,BS,Marketing,3.56,Regis Hall,1,DSB,48,,,0.0
2432,202209F,M,BS,Marketing,3.77,Jogues Hall,1,DSB,54,,,70.0
2433,202209F,M,BS,Economics,3.86,Jogues Hall,1,DSB,48,1380.0,,45.0
2434,202209F,M,BS,Psychology,2.42,Campion Hall,1,CAS,42,,,0.0
2435,202209F,M,BS,Mechanical Engineering,3.36,Campion Hall,1,SEC,61,,,14.0
2436,202209F,F,BS,Psychology,3.73,Loyola Hall,1,CAS,45,,,86.0
2437,202209F,F,BA,Politics,2.92,Loyola Hall,1,CAS,50,,,110.0
2438,202209F,M,BS,Psychology,3.23,Loyola Hall,0,CAS,30,,,12.0
2439,202209F,F,BS,Psychology,3.75,Campion Hall,1,CAS,47,,,71.0
2440,202209F,F,BS,Marketing,3.02,Regis Hall,1,DSB,46,,,105.0
2441,202209F,M,BS,Management,3.79,Jogues Hall,0,DSB,33,,,155.0
2442,202209F,F,BS,Physics,2.55,Campion Hall,1,CAS,41,,,145.0
2443,202209F,M,BS,Management,1.89,Loyola Hall,0,DSB,21,,,5.0
2444,202209F,M,BS,DSB Undeclared,3.82,Regis Hall,1,DSB,45,1260.0,,0.0
2445,202209F,F,BA,Undeclared,3.71,Jogues Hall,1,CAS,46,,,156.0
2446,202209F,F,BS,DSB Undeclared,2.23,Loyola Hall,0,DSB,25,,,52.0
2447,202209F,F,BS,Finance,3.9,Jogues Hall,1,DSB,48,,,102.0
2448,202209F,M,BS,Marketing,2.9,Campion Hall,1,DSB,51,,,36.0
2449,202209F,F,BS,Nursing,3.53,Gonzaga Hall,1,EGAN,49,,,0.0
2450,202209F,F,BA,Undeclared,3.74,Gonzaga Hall,0,CAS,31,,,0.0
2451,202209F,M,BS,DSB Undeclared,2.82,Loyola Hall,1,DSB,45,,,116.0
2452,202209F,M,BS,Finance,3.64,Regis Hall,1,DSB,45,,,66.0
2453,202209F,F,BSW,Social Work,2.97,Commuter,1,EGAN,38,,,0.0
2454,202209F,F,BS,Chemistry,4.0,Jogues Hall,1,CAS,67,,,0.0
2455,202209F,F,BA,English,3.12,Gonzaga Hall,1,CAS,48,,,0.0
2456,202209F,F,BS,DSB Undeclared,3.65,Regis Hall,1,DSB,46,,,4.0
2457,202209F,F,BS,Nursing,3.82,Jogues Hall,1,EGAN,58,,,0.0
2458,202209F,M,BS,Mechanical Engineering,2.62,Commuter,1,SEC,52,,,14.0
2459,202209F,M,BS,Psychology,3.64,Regis Hall,1,CAS,39,1370.0,,86.0
2460,202209F,M,BS,Marketing,,Regis Hall,0,DSB,0,,,
2461,202209F,F,BA,Politics,3.63,Gonzaga Hall,0,CAS,27,,,0.0
2462,202209F,F,BS,DSB Undeclared,3.33,Jogues Hall,1,DSB,45,,,166.0
2463,202209F,M,BS,Business Analytics,3.52,Campion Hall,1,DSB,42,,,76.0
2464,202209F,M,BS,Biology,3.86,Jogues Hall,1,CAS,60,,,114.0
2465,202209F,M,BS,Mechanical Engineering,3.1,Campion Hall,1,SEC,52,1290.0,,14.0
2466,202209F,F,BS,Psychology,3.7,Gonzaga Hall,1,CAS,46,,,12.0
2467,202209F,M,BS,Management,2.27,Jogues Hall,1,DSB,45,,,155.0
2468,202209F,M,BS,Electrical and Computer Engineering,2.61,Commuter,0,SEC,31,1300.0,,0.0
2469,202209F,F,BS,Accounting,2.81,Campion Hall,1,DSB,42,1370.0,,16.0
2470,202209F,M,BS,Finance,3.82,Gonzaga Hall,1,DSB,45,,,62.0
2471,202209F,M,BS,SOE Undeclared,3.46,Campion Hall,1,SEC,58,,,139.0
2472,202209F,M,BA,Undeclared,3.45,Regis Hall,1,CAS,53,,,79.0
2473,202209F,M,BA,Politics,3.49,Jogues Hall,1,CAS,45,,,166.0
2474,202209F,M,BS,Finance,3.67,Jogues Hall,1,DSB,46,,,102.0
2475,202209F,F,BS,Nursing,3.26,Regis Hall,1,EGAN,49,,,0.0
2476,202209F,F,BA,International Studies,4.0,Jogues Hall,0,CAS,30,,,101.0
2477,202209F,F,BS,Biology,3.91,Regis Hall,1,CAS,48,,,63.0
2478,202209F,F,BS,Biology,3.45,Jogues Hall,1,CAS,46,1390.0,,0.0
2479,202209F,F,BS,Psychology,2.94,Jogues Hall,1,CAS,49,,,12.0
2480,202209F,M,BS,Chemistry,3.5,Regis Hall,1,CAS,59,1290.0,,161.0
2481,202209F,F,BS,Biology,3.39,Campion Hall,1,CAS,51,1310.0,,152.0
2482,202209F,F,BA,Communication,3.43,Jogues Hall,1,CAS,45,1210.0,,34.0
2483,202209F,M,BS,SOE Undeclared,3.3,Campion Hall,1,SEC,49,1410.0,,0.0
2484,202209F,F,BS,Psychology,3.62,Campion Hall,1,CAS,39,1270.0,,86.0
2485,202209F,F,BS,DSB Undeclared,3.09,Gonzaga Hall,1,DSB,45,,,4.0
2486,202209F,F,BA,Communication,3.9,Gonzaga Hall,0,CAS,30,1340.0,,134.0
2487,202209F,M,BS,Marketing,3.64,Loyola Hall,1,DSB,45,,,44.0
2488,202209F,F,BA,Visual & Performing Arts,3.68,Regis Hall,0,CAS,31,,,0.0
2489,202209F,F,BA,Undeclared,3.37,Jogues Hall,0,CAS,30,,,0.0
2490,202209F,F,BS,Finance,3.64,Regis Hall,1,DSB,49,,,62.0
2491,202209F,M,BS,Management,3.84,Jogues Hall,1,DSB,60,,,5.0
2492,202209F,F,BS,Psychology,3.62,Jogues Hall,1,CAS,53,,,87.0
2493,202209F,F,BS,Mechanical Engineering,3.52,Jogues Hall,1,SEC,55,,,0.0
2494,202209F,F,BS,Nursing,2.68,Commuter,1,EGAN,48,,,12.0
2495,202209F,M,BS,Business Analytics,3.92,Jogues Hall,1,DSB,48,,,68.0
2496,202209F,M,BS,Economics,3.48,Commuter,1,DSB,55,,,139.0
2497,202209F,F,BS,Biology,3.81,Campion Hall,1,CAS,51,,,0.0
2498,202209F,M,BS,DSB Undeclared,3.81,Regis Hall,1,DSB,48,,,91.0
